n,support_fake,support_real,accuracy,macro_f1,weighted_f1,fake_precision,fake_recall,fake_f1,real_precision,real_recall,real_f1,mcc,TP,TN,FP,FN,source_name,n_total,n_used_metrics,n_excluded_undefined,split,accuracy_ci_low,accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,fake_f1_ci_low,fake_f1_ci_high,mcc_ci_low,mcc_ci_high
6281,2197,4084,0.8747014806559466,0.8578604472641854,0.8725593510617123,0.8668054110301769,0.758306781975421,0.8089342073318767,0.8781830695113558,0.9373163565132223,0.9067866871964941,0.7198827855784485,1666,3828,256,531,classic_models::albertina_ptbr_900m__gradient_boosting,6281,6281,0,test,0.8664185639229423,0.88298041713103,0.8483141908020032,0.8669570351633429,0.7953289836534965,0.8211898483807197,0.7009654773971986,0.7380460551720142
6281,2197,4084,0.8756567425569177,0.8573888470883182,0.8727231525817556,0.8856209150326797,0.7401001365498406,0.8063476320357055,0.871541057367829,0.9485798237022527,0.9084300621409309,0.7221096018314526,1626,3874,210,571,classic_models::bertimbau_large__knn,6281,6281,0,test,0.867533036140742,0.8836172583983443,0.8481645512078873,0.8662495325610424,0.7931879379327847,0.8183403752830918,0.7042492546962378,0.7390711110954693
6281,2197,4084,0.8707212227352332,0.8538328436038951,0.8687594812717334,0.8553104155977425,0.7587619481110606,0.8041485769416304,0.8776546629732225,0.9309500489715965,0.9035171102661597,0.7110097102944706,1667,3802,282,530,classic_models::bertimbau_large__gradient_boosting,6281,6281,0,test,0.8621238656264926,0.8794777901608024,0.8439944165779347,0.8635274053886139,0.790169554247188,0.8173375367015573,0.6917098821511233,0.7298917807900372
6281,2197,4084,0.8707212227352332,0.8537970436580558,0.8687413234515202,0.8556753980482794,0.758306781975421,0.8040540540540541,0.8774803876326719,0.9311949069539667,0.9035400332620575,0.7109937780848495,1666,3803,281,531,classic_models::albertina_ptbr_100m__knn,6281,6281,0,test,0.8621238656264926,0.8786817385766598,0.8442348271405506,0.862578084463875,0.7902436046338486,0.8166014746960462,0.6921267948863282,0.7282482309407977
6281,2197,4084,0.8726317465371756,0.8523278176679974,0.8687784461678425,0.898005698005698,0.7173418297678653,0.7975708502024291,0.8627927529827663,0.9561704211557297,0.9070847851335656,0.7158261501401194,1576,3905,179,621,classic_models::albertina_ptbr_900m__random_forest,6281,6281,0,test,0.8641935997452634,0.8810698933290877,0.842495582501958,0.8619682478129485,0.7834868237632884,0.8116840735653057,0.6975445421793904,0.7339875662392842
6281,2197,4084,0.8715172743193759,0.8517406936976661,0.8680085261445564,0.888268156424581,0.7237141556668184,0.7975921745673439,0.8648407926965042,0.951028403525955,0.9058892128279883,0.7128496753740868,1590,3884,200,607,classic_models::bertimbau_large__random_forest,6281,6281,0,test,0.8630791275274637,0.8804330520617736,0.8418248021321834,0.8617216087504361,0.7832734680215613,0.8117658385562184,0.6942715500997305,0.7320398858799512
6281,2197,4084,0.8651488616462347,0.849106312036334,0.8638877041817845,0.831532416502947,0.7705962676376877,0.7999055043704228,0.8812720848056537,0.9160137120470128,0.8983071197022452,0.6995846511771547,1693,3741,343,504,classic_models::bertimbau_base__linearsvc,6281,6281,0,test,0.8563922942206655,0.8735870084381467,0.8394833644579963,0.8583012610750862,0.7861249566439442,0.8127490145546465,0.6804938180535655,0.7178451734988585
6281,2197,4084,0.864352810062092,0.84861778965835,0.8632804975605036,0.8266148615832929,0.7746927628584434,0.799812030075188,0.8827569872098532,0.9125857002938296,0.8974235492415121,0.6982377775815628,1702,3727,357,495,classic_models::bertimbau_base__logreg,6281,6281,0,test,0.8557554529533514,0.8729501671708326,0.8390566095151127,0.857891569063618,0.7858663615050001,0.8123419454026273,0.6790249045170491,0.716608976826521
6281,2197,4084,0.8654672822798918,0.8473090951930852,0.863128346824112,0.8524504692387904,0.7441966317705963,0.7946537059538274,0.8711895484758194,0.9307051909892262,0.8999644844323429,0.6988461683214271,1635,3801,283,562,classic_models::bertimbau_base__gradient_boosting,6281,6281,0,test,0.8568659449132304,0.8743830600222895,0.8373299972426796,0.8571543571314674,0.7806150882215186,0.8085433685479406,0.6791806871870558,0.7182284030038936
6281,2197,4084,0.8670593854481771,0.8461819903675949,0.8632069015677067,0.8847457627118644,0.7127901684114701,0.7895134862616587,0.8601197073819552,0.9500489715964741,0.9028504944735312,0.7026563794761992,1566,3880,204,631,classic_models::bertimbau_base__random_forest,6281,6281,0,test,0.8584620283394364,0.8758159528737463,0.8359482795760158,0.8560644330019895,0.774696157556137,0.8038135864863036,0.6835585585632279,0.7215285742680031
6281,2197,4084,0.8560738735870085,0.8390451009708504,0.8547735855164648,0.8167564919157276,0.7587619481110606,0.7866918357715904,0.875,0.9084231145935358,0.8913983661701105,0.6793596973879936,1667,3710,374,530,classic_models::albertina_ptbr_100m__logreg,6281,6281,0,test,0.8471541155866901,0.8649896513294062,0.8290935126100287,0.8490446588241829,0.7728547193569532,0.8000934225019859,0.659553391856407,0.6992661671830368
6281,2197,4084,0.8546409807355516,0.8373861277427989,0.8533000610748245,0.8150147203140333,0.7560309512972235,0.7844155844155845,0.8736742870610417,0.9076885406464251,0.8903566710700133,0.6760889868073289,1661,3707,377,536,classic_models::albertina_ptbr_100m__linearsvc,6281,6281,0,test,0.8458804330520618,0.8635567584779493,0.8274473970752608,0.8470307298484383,0.7706497879505917,0.7978645810511601,0.6564220742011546,0.69548773084068
6281,2197,4084,0.8508199331316669,0.8294792815033878,0.8476025081562063,0.8383458646616542,0.7105143377332727,0.7691549642769155,0.8560760353021045,0.9262977473065622,0.88980359872986,0.6649934270451436,1561,3783,301,636,classic_models::albertina_ptbr_100m__gradient_boosting,6281,6281,0,test,0.8417449450724407,0.8595804808151568,0.8192783667136623,0.8395954901189758,0.7540641178007053,0.7838764634091694,0.6447177588073131,0.6847317674060738
6281,2197,4084,0.8543225601018946,0.8280286453599409,0.8482308510269062,0.8937346437346437,0.6622667273554848,0.7607843137254902,0.8405329894691597,0.9576395690499511,0.8952729769943917,0.6746681621877193,1455,3911,173,742,classic_models::albertina_ptbr_100m__random_forest,6281,6281,0,test,0.8458804330520618,0.8629199172106352,0.8179837399084328,0.8380793175610213,0.7456692205106014,0.7753436031199887,0.6558908660873985,0.6932558255545849
6281,2197,4084,0.7880910683012259,0.75851907337189,0.7839068597375211,0.7295864262990456,0.6263086026399636,0.6740142052412442,0.8131968145620023,0.8751224289911851,0.8430239415025357,0.5216975756288824,1376,3574,510,821,classic_models::albertina_ptbr_900m__decision_tree,6281,6281,0,test,0.7777423977073714,0.7973292469352014,0.7467979146762739,0.7690159875809675,0.6568189737435258,0.6890808425759277,0.498924141413147,0.5421839829838855
6281,2197,4084,0.7753542429549435,0.7367973949672046,0.7670622752304589,0.7339285714285714,0.5612198452435139,0.636058808356977,0.7904803303629646,0.8905484818805093,0.8375359815774324,0.48673538220608986,1233,3637,447,964,classic_models::bertimbau_base__decision_tree,6281,6281,0,test,0.7648463620442605,0.7861805444992835,0.7247094629894133,0.7487118727911996,0.6182546536384189,0.6532794321322396,0.46373505450588237,0.5101062943632159
6281,2197,4084,0.7667568858462028,0.7340047630548592,0.7620461676407327,0.6946808510638298,0.594446973145198,0.6406671572234486,0.7975460122699386,0.8594515181194907,0.8273423688862699,0.47267433887101135,1306,3510,574,891,classic_models::bertimbau_large__decision_tree,6281,6281,0,test,0.7560897946186913,0.7774239770737144,0.7220619176141161,0.7455103079290623,0.6229346485819975,0.6579668186988465,0.44877262759220027,0.49572361188649466
6281,2197,4084,0.7583187390542907,0.7203264157624593,0.7512946723722589,0.6919163369135105,0.5571233500227583,0.6172465960665658,0.7843528368794326,0.8665523996082273,0.8234062354583527,0.44920340518840157,1224,3539,545,973,classic_models::albertina_ptbr_100m__decision_tree,6281,6281,0,test,0.7482884890940933,0.7688266199649737,0.7087176740310478,0.7322568778478276,0.5990355753679868,0.6345024052841475,0.42639544327336976,0.4722024670632072
5764,3811,1953,0.6818181818181818,0.6191589919708769,0.6689540196596246,0.7303658820787695,0.8223563369194438,0.7736361392248827,0.5403937542430414,0.40757808499743986,0.46468184471687096,0.24951344744538562,3134,796,1157,677,zero_shot::gemma2:9b,5765,5764,1,test,0.6698429909784872,0.6936198820263706,0.6058410650863919,0.6318247696649427,0.7634642125491843,0.7836649593920653,0.22341981318930412,0.2749391306427607
5765,3811,1954,0.6636600173460537,0.6074209682686733,0.6552834403753166,0.7263056092843327,0.7882445552348465,0.7560085566880584,0.5046040515653776,0.42067553735926305,0.4588333798492883,0.21963985914582054,3004,822,1132,807,zero_shot::qwen2.5:7b,5765,5765,0,test,0.6522116218560278,0.6759757155247181,0.5946377257785411,0.6204694845165243,0.7458561958062114,0.7666961015090374,0.1940864378133517,0.24539560298896573
6281,2197,4084,0.6384333704824072,0.5996909312180938,0.6371049449805091,0.48262910798122066,0.46791078743741465,0.475155997226716,0.718381112984823,0.7301665034280117,0.7242258652094717,0.19953836725104937,1028,2982,1102,1169,classic_models::bertimbau_base__gaussian_nb,6281,6281,0,test,0.6261741760866104,0.6498965132940615,0.5869648904830637,0.6116513489628888,0.45647482109982157,0.49225935457637876,0.17409006678891487,0.22349990374032858
6281,2197,4084,0.6264925967202675,0.5955615599935357,0.6291636707035776,0.4682573498082659,0.5002275830678198,0.4837147887323944,0.72089476359939,0.6944172380019589,0.707408331254677,0.19187881401864992,1099,2836,1248,1098,classic_models::bertimbau_large__gaussian_nb,6281,6281,0,test,0.6145518229581277,0.6384333704824072,0.5829287486594733,0.6077744849531213,0.4657469665471771,0.500771885114667,0.16702858110733826,0.21602680120672965
6281,2197,4084,0.6264925967202675,0.5902929359188498,0.6268803809816645,0.4663960306720794,0.4706417842512517,0.4685092886270956,0.7138287401574803,0.7103330068560235,0.7120765832106039,0.1805993916192303,1034,2901,1183,1163,classic_models::albertina_ptbr_100m__gaussian_nb,6281,6281,0,test,0.614547842700207,0.6381149498487502,0.5781040266617881,0.6023226192467258,0.4499320030719891,0.4857787633198259,0.15622273861704314,0.2046781587329338
6281,2197,4084,0.6183728705620124,0.5882832791740549,0.6217220653631454,0.4580888516345348,0.4974965862539827,0.4769801440104735,0.7165596919127086,0.6833986287952988,0.6995864143376362,0.17774443969649903,1093,2791,1293,1104,classic_models::albertina_ptbr_900m__gaussian_nb,6281,6281,0,test,0.6065913071167012,0.6301544340073236,0.5755281296678495,0.6003223485726126,0.4583328833693304,0.4942579336631427,0.1522185139863589,0.20171816271842224
5765,3811,1954,0.6674761491760625,0.5611169795172,0.6307114044842569,0.6976210350584308,0.87719758593545,0.7771707543880042,0.5190133607399794,0.2584442169907881,0.3450632046463956,0.1714196022102858,3343,505,1449,468,zero_shot::qwen2:7b,5765,5765,0,test,0.6553295750216825,0.6796227233304423,0.5474932159814262,0.5749636630554493,0.7675535720504899,0.7867733033836207,0.1451259455017553,0.19895920011091525
5765,3811,1954,0.5810928013876843,0.544791650216524,0.586199044396404,0.6948632049134562,0.6531094200997114,0.6733396456107128,0.3944113605130554,0.4406345957011259,0.41624365482233505,0.0914819997155494,2489,861,1093,1322,zero_shot::gemma3:12b,5765,5765,0,test,0.5686036426712923,0.5935819601040763,0.5319500606224122,0.5575144959213508,0.6610862933438966,0.6855085629467031,0.06583649746903994,0.11701730472378259
5765,3811,1954,0.5330442324371205,0.5145582052950303,0.545072474097574,0.6817148424813251,0.5507740750459197,0.609288824383164,0.3626209977661951,0.4984646878198567,0.41982758620689653,0.046723034195165374,2099,974,980,1712,zero_shot::deepseek-r1:8b,5765,5765,0,test,0.5203816131830009,0.5451864700780572,0.5015814421589773,0.5269274992235052,0.5952790285622935,0.6224652202250858,0.020800733731983965,0.07172873468624144
5760,3809,1951,0.5293402777777778,0.5103968277832092,0.5414620794071354,0.6780155642023347,0.5489629824100813,0.6067024517626578,0.3579970104633782,0.4910302409021015,0.4140912038037605,0.03795074361132482,2091,958,993,1718,zero_shot::llama3.1:8b,5765,5760,5,test,0.5161458333333333,0.5420138888888889,0.49717616248509194,0.5226075681865856,0.5935752233318642,0.6205128246510195,0.011473898829964517,0.06248243839381493
5760,3811,1949,0.5112847222222222,0.5100683841729342,0.5179597481024616,0.7227191413237924,0.42403568617160853,0.5344799073920953,0.3771282633371169,0.6818881477680862,0.4856568609537731,0.10284075024333333,1616,1329,620,2195,zero_shot::phi3:14b,5765,5760,5,test,0.4982638888888889,0.5244835069444445,0.4970977956179582,0.523113636199969,0.5187983298191675,0.5501160290567109,0.07728499695666394,0.12885705924314658
5765,3811,1954,0.5302688638334779,0.5042385271550017,0.5408307566871215,0.6683969465648855,0.5743899239044871,0.6178379904036128,0.3485943775100402,0.44421699078812693,0.39063906390639064,0.017780779442327577,2189,868,1086,1622,zero_shot::qwen2.5:14b,5765,5765,0,test,0.5179531656548135,0.5431049436253252,0.49238265033728573,0.5171882127157762,0.6046506672129035,0.6307357412398423,-0.006362350315182864,0.04402703986275776
5762,3810,1952,0.4463727872266574,0.4454424849301317,0.45276664453582965,0.6416819012797075,0.36850393700787404,0.4681560520173391,0.3268047006155568,0.5983606557377049,0.4227289178429244,-0.03231422720987025,1404,1168,784,2406,zero_shot::llama3.2:3b,5765,5762,3,test,0.43318292259632074,0.45869489760499826,0.4320588690085936,0.45782754096799305,0.4521495422691161,0.48399251744332494,-0.0583334574339984,-0.007736159228505769
5765,3811,1954,0.47163920208152643,0.4296046904437082,0.4794820630388702,0.6086956521739131,0.5620572028339018,0.5844474761255116,0.25690115761353516,0.2952917093142272,0.27476190476190476,-0.13846574050855484,2142,577,1377,1669,zero_shot::gpt-oss:20b,5765,5765,0,test,0.4586296617519514,0.4846530789245446,0.4177254656090449,0.4421079279312288,0.5709552618846933,0.5977090654577025,-0.1628207122909682,-0.11331839819405043
