n,support_fake,support_real,accuracy,macro_f1,weighted_f1,fake_precision,fake_recall,fake_f1,real_precision,real_recall,real_f1,mcc,TP,TN,FP,FN,source_name,n_total,n_used_metrics,n_excluded_undefined,split,accuracy_ci_low,accuracy_ci_high,macro_f1_ci_low,macro_f1_ci_high,fake_f1_ci_low,fake_f1_ci_high,mcc_ci_low,mcc_ci_high
6281,2197,4084,0.8780448973093457,0.8640535195425153,0.8771561149995917,0.8458192363460609,0.7965407373691398,0.8204406938584153,0.8938746438746439,0.9218903036238981,0.9076663452266153,0.7289849411223392,1750,3765,319,447,classic_models::bertimbau_large__logreg,6281,6281,0,val,0.8699251711510906,0.8860093934086929,0.8551824741318629,0.8732115428172144,0.8082357516870384,0.8332163905926715,0.7114733411106433,0.747254012316931
6281,2197,4084,0.8785225282598312,0.8621607788641674,0.8764281638501275,0.8734375,0.7633136094674556,0.8146708768520767,0.8807612932813574,0.9404995102840352,0.9096506808762581,0.7285705220582027,1677,3841,243,520,classic_models::bertimbau_large__gradient_boosting,6281,6281,0,val,0.8700843814679191,0.8864830441012578,0.8528534564116405,0.8710029147095119,0.8015619180548976,0.8274229685571227,0.7104447211771776,0.7457378196393988
6281,2197,4084,0.8785225282598312,0.8583556670894457,0.8744125730086514,0.9183197199533255,0.7164314974965863,0.8049092303758629,0.8635865995182833,0.9657198824681684,0.9118021038030285,0.7303276489567682,1574,3944,140,623,classic_models::bertimbau_large__random_forest,6281,6281,0,val,0.8702435917847476,0.8864830441012578,0.8488588473077392,0.8677554367027716,0.7912583688804768,0.8182282543224377,0.7132975676681435,0.7474982057730787
6281,2197,4084,0.8783633179430027,0.8581103537119876,0.8742154289348808,0.9187609585037989,0.7155211652253073,0.804503582395087,0.8632385120350109,0.9659647404505387,0.9117171250288884,0.7300148063006482,1572,3945,139,625,classic_models::albertina_ptbr_900m__random_forest,6281,6281,0,val,0.8705620124184047,0.8866422544180863,0.8489770087542535,0.8674538439467135,0.7913416961659271,0.81800344072491,0.713628427747564,0.7476689299711493
6281,2197,4084,0.8718356949530329,0.8539873679359038,0.8693242500312238,0.8686440677966102,0.7464724624487938,0.802937576499388,0.8732073753699067,0.9392752203721841,0.9050371593724195,0.7132481392536804,1640,3836,248,557,classic_models::bertimbau_base__gradient_boosting,6281,6281,0,val,0.8638711988536857,0.8804330520617736,0.8450461223669881,0.8634362895932782,0.7897978670345793,0.8164519089574156,0.6958304827433629,0.7316473558060105
6281,2197,4084,0.8702435917847476,0.8524718359357899,0.8678550025811951,0.8629201680672269,0.7478379608557123,0.8012679834186783,0.873429289467672,0.9360920666013712,0.9036756884529016,0.709655905851457,1643,3823,261,554,classic_models::albertina_ptbr_100m__knn,6281,6281,0,val,0.861646234676007,0.8786857188345805,0.8424536150372735,0.8621271694610779,0.7870997459351642,0.8150304109342684,0.6904179537696687,0.7285214410534256
6281,2197,4084,0.8702435917847476,0.8481893016624542,0.8655729463829085,0.9088757396449704,0.6991351843422849,0.7903267301260612,0.8560226530167719,0.9622918707149853,0.9060518731988473,0.7112836925420798,1536,3930,154,661,classic_models::bertimbau_base__random_forest,6281,6281,0,val,0.861964655309664,0.8788409488934883,0.8385145374955674,0.8580312898260332,0.776587802355668,0.8047071022642744,0.6935116947461305,0.7299617723086912
6281,2197,4084,0.8640343894284349,0.8477707213886465,0.8627193534349596,0.8306253077301822,0.7678652708238507,0.7980132450331126,0.88,0.9157688540646425,0.8975281977441805,0.6969990748729435,1687,3740,344,510,classic_models::albertina_ptbr_100m__linearsvc,6281,6281,0,val,0.8554370323196944,0.87215411558669,0.8378350352213777,0.856795361476496,0.783868143236223,0.8104146362877013,0.6778889880852716,0.7149025196505201
6281,2197,4084,0.8638751791116064,0.8476456887011322,0.862584736703359,0.8298918387413963,0.7683204369594903,0.7979201134483573,0.8801506946079586,0.915279138099902,0.8973712639539071,0.6966956107739687,1688,3738,346,509,classic_models::albertina_ptbr_100m__logreg,6281,6281,0,val,0.8552778220028658,0.8718356949530329,0.838130314148021,0.8564755937508712,0.7842947176716031,0.8107331102714485,0.6780286186146154,0.7143467206780765
6281,2197,4084,0.8627607068938067,0.8468760718801105,0.8616928322710373,0.8238719068413392,0.7728720983158853,0.7975575387505871,0.8817535545023697,0.9111165523996082,0.8961946050096339,0.6947228276190305,1698,3721,363,499,classic_models::bertimbau_base__logreg,6281,6281,0,val,0.8546409807355516,0.8716764846362044,0.8380226303172376,0.8563811796518821,0.7842914647575342,0.8108234223850492,0.6769632629763184,0.7136695586631098
